film,prod_team,dir_team,director,camera_team,prod_manage_team,depth,download_timeout,download_slot,download_latency,year,country
Mon cas,Paulo Branco,"Xavier Beauvois,Alexandre Gouzou,Jaime Silva",Manoel de Oliveira,"José António Loureiro,Karim Youkama",,3,180.0,13.33.87.143,0.13634276390075684,25 September 1986,"Portugal,West Germany,Portugal,France"
Blackbird,"Jovan Markovic,Djordje Zecevic",Milan Bulatovic,Milos 'Misa' Radivojevic,"Irfan Hadziomerovic,Branislav Jovancic,Goranka Matic,Milorad Mijatovic,Milorad Mitrovic,Dragan Simic,Miloje Stevanic",,3,180.0,13.33.87.143,0.17314672470092773,15 April 1988,"Yugoslavia,France"
Long Live the Lady!,"Giampietro Bonamigo,Giuseppe Cereda,Marcello Siene",,Ermanno Olmi,,,3,180.0,13.33.87.143,0.18791413307189941,8 September 1987,"Italy,Italy,USA,UK,West Germany,France,Belgium,Czech Republic"
Ninja Condors,Tomas Tang,,Kuo-Ren Wu,,,3,180.0,13.33.87.143,0.14610815048217773,  1987,Hong Kong
The Proud Ones,Georges de Beauregard,"Marc Barbault,Philippe Charigot,Hugues De Rosière",Claude Chabrol,"Roger Corbeau,Jean-Baptiste Dutreix,Bernard Estève,Jean Garcenot,Jean-Marc Rabier,Jean-Claude Reux,Roger Robert,Michel Thiriet",,3,180.0,13.33.87.143,0.14518189430236816,24 September 1980,"France,Portugal,USA,Japan"
No caminho das estrelas,,,António Ole,,,3,180.0,13.33.87.143,0.1730802059173584,,
An Old Kung Fu Master,,,"Meng Hua Ho,Cheng Chun Yu",,,3,180.0,13.33.87.143,0.15380311012268066,22 February 1980,"West Germany,France"
Hunter's Crossing,"Diane Keith,K.Y. Lim",Rey Soul,Teddy Page,"Roger Coleman,Larry Conrad,John McCloud,Ben Sanders,Tom Steele",,3,180.0,13.33.87.143,0.2042560577392578,  1983,"Philippines,West Germany"
Teesra Kinara,Syed Anwar Hussain,,Krishnakant,,,3,180.0,13.33.87.143,0.1526651382446289,8 August 1986,India
Alone in the T-Shirt Zone,"Mike B. Anderson,Kathleen Beeler,David Floeter,Peter A. Jensen,Ian Turner",,Mike B. Anderson,"Lisa DiPrima,Jamie Oria,Ian Turner",,3,180.0,13.33.87.143,0.18179988861083984,,
Dharm Adhikari,"Krishnamraju,Suryanarayana Raju U.","N. Haribabu,O. Raghusankar,K. Nageswara Rao,V.S. Reddy","K. Raghavendra Rao,M. Madhusudhana Rao","Bhaskar,Das,Shyamala Rao,Ravi,Maheedhar Y.",,3,180.0,13.33.87.143,0.18083500862121582,11 April 1986,India
Blood Orgy of the Leather Girls,"Jon Jost,Henry S. Rosenthal",,Meredith Lucas,,,3,180.0,13.33.87.143,0.727719783782959,,
Bal Shivaji,,,Prabhakar Pendhkar,,,3,180.0,13.33.87.143,0.1378471851348877,1 January 1982,India
The Secret,"Shu-Ru Hu,Audrey Li",,Ann Hui,,,3,180.0,13.33.87.143,0.16316699981689453,1 November 1979,"Hong Kong,Taiwan,Singapore,Poland"
Mort un dimanche de pluie,"Daniel Messère,Yves Peyrot,Joël Santoni,Jacques Tronel,Raymond Vouillamoz",Raphaël Blanc,Joël Santoni,,,3,180.0,13.33.87.143,0.1289362907409668,10 September 1986,France
Honeymoon,"Betty Livanou,Giorgos Panousopoulos",,Giorgos Panousopoulos,"Filippos Koutsaftis,Marina Mousikou",,3,180.0,13.33.87.143,0.17873001098632812,1 October 1979,"Greece,Greece,Greece"
The Cosmic Eye,"Emily Hubley,Faith Hubley",,"Faith Hubley,John Hubley",,,3,180.0,13.33.87.143,0.14387011528015137,6 June 1986,USA
Rakkuyilin Ragasadassil,,,Priyadarshan,,,3,180.0,13.33.87.143,0.1535799503326416,14 November 1986,India
Izakaya Chôji,,,Yasuo Furuhata,,,3,180.0,13.33.87.143,0.22314763069152832,12 November 1983,"Japan,USA"
Opera Prima,"Miguel Ángel Bermejo,Fernando Colomo,Ana Huete,José Esteban Lasala,Manolo Matji,Andrés Santana",Ramiro De Maeztu,Fernando Trueba,"Antonio Fernández Santamaría,Rafael García Martos,Salvador Gómez Calle,Juan Molina",,3,180.0,13.33.87.143,0.14124488830566406,2 April 1980,"Spain,USA,France,USA,Portugal,Uruguay"
Donde duermen dos... duermen tres,,,Enrique Cahen Salaberry,,,3,180.0,13.33.87.143,0.1839139461517334,12 August 1979,Argentina
"1919, crónica del alba","Carlos Escobedo,Javier Moro",,Antonio José Betancor,,,3,180.0,13.33.87.143,0.1979050636291504,29 August 1983,Spain
Invitation to Hell,Caroline Aylward,,Michael J. Murphy,,,3,180.0,13.33.87.143,0.13264894485473633,,
Sevdalim,,,Salih Dikisçi,,,3,180.0,13.33.87.143,0.16635990142822266,,
Rock-N-America,"Paul Block,Bob Cambridge,Tony Quin",,"Jimmy Aleck,John Boni","Mike Kovacevich,Bob Worden",,3,180.0,13.33.87.143,0.11958599090576172,May 1984,USA
Profesor eróticus,Carlos Vasallo,,Luis María Delgado,,,3,180.0,13.33.87.143,0.19294428825378418,5 October 1981,"Spain,Mexico"
Nenjil Oru Ragam,,,Thesingu Rajendar,,,3,180.0,13.33.87.143,0.11421394348144531,,
Lovers of the Lord of the Night,Isela Vega,,Isela Vega,,,3,180.0,13.33.87.143,0.14457082748413086,30 October 1986,Mexico
Moord in Extase,Henk Bos,"Alain De Levita,Pavel Marik",Hans Scheepmaker,"Daniel Ader,Peter Brugman,Joost Dankelman,Kester Dixon,Hein Groot,Raymond Grégoire,Rene Heynen,Joseph Melskens,Ewald Rettich,Beat Scheidegger,Klaas Slot,Thijs Wijdeveld",,3,180.0,13.33.87.143,0.1982438564300537,16 February 1984,Netherlands
Taxi Driver,,,S.P. Chitti Babu,,,3,180.0,13.33.87.143,0.13768386840820312,,
Malarek,"Jamie Brown,Neil J.P. Leger,Paul E. Painter,Robin Spry","Louis Bolduc,Carole Dubuc,Maarten Kroonenburg,Pierre Plante",Roger Cardinal,"Michel Paul Bélisle,Jeff Scott",,3,180.0,13.33.87.143,0.2998850345611572,16 December 1988,"Canada,Canada,USA,Norway,Canada"
Bérénice,,,Raoul Ruiz,,,3,180.0,13.33.87.143,0.1579582691192627,27 July 1983,"France,USA"
Iskul bukol,,,Mike Relon Makiling,,,3,180.0,13.33.87.143,0.14535808563232422,4 December 1980,Philippines
Ratha Sapthami,,,M.S. Rajasekhar,,,3,180.0,13.33.87.143,0.21783208847045898,12 December 1986,India
Kutya éji dala,István Schlett,Zoltán Bonta,Gábor Bódy,Árpád Szirmai,,3,180.0,13.33.87.143,0.1732780933380127,27 February 1983,"West Germany,Hungary,Finland,Poland,Germany"
Kotha Neeru,,,K.S. Prakash Rao,,,3,180.0,13.33.87.143,0.14769387245178223,,
Scene of the Crime: A Tooth for a Tooth,"Bernd Eichinger,Hartmut Grund,Helmut Krapp,Heidi Steinhaus","Walter Brun,Jan Fantl,Hugo Schäfer,Elke Vogt",Hajo Gies,"Raimund Kaiser,Harald Kerl,Anton Klima,Gabrielle Kracht,Martin Kukula,Joachim Langhans,Erich Lechner,Werner Ritt,Ludwig Sauermann,Thomas Schumann,Vlastimil Vonavka,Peter Bischoff",,3,180.0,13.33.87.143,0.13062500953674316,10 October 1985,"West Germany,Argentina,Hungary"
Return of Bastard Swordsman,"Mona Fong,Ji-Yen Yang","Kuo-Yuan Chang,Hsin Ouyang",Chun-Ku Lu,"Wai-Hap Fong,Yung-Chieh Wu,Ting Bang Yuan",,3,180.0,13.33.87.143,0.2122058868408203,22 March 1984,Hong Kong
The Woman Inside,Sidney H. Levine,,Joseph Van Winkle,,,3,180.0,13.33.87.143,0.2096881866455078,September 1981,USA
Sylvia,"Michael Firth,Don Reynolds","Deuel Droogan,Tony Forster,Paul Grinder",Michael Firth,Dennis Thompson,,3,180.0,13.33.87.143,0.19694209098815918,11 April 1985,"USA,USA,Finland,Australia"
Story of a Day,Sabahattin Cetin,,Sinan Çetin,,,3,180.0,13.33.87.143,0.18442416191101074,,
Ninja Demon's Massacre,"Tomas Tang,Dallie Yeung",,Godfrey Ho,,,3,180.0,13.33.87.143,0.14934182167053223,October 1988,"Hong Kong,West Germany"
Al sur del edén,,,Ismael González,"Fernando Moreno,Fátima Ochando,Alfonso Sáiz,Pedro Villarreal",,3,180.0,13.33.87.143,0.17163705825805664,10 February 1982,Spain
Katiller de aglar,Berker Inanoglu,"Nurettin Irisen,Yilmaz Koç",Orhan Elmas,"Erdinç Koç,Engin Uludag,Sevket Yilmaz,Fevzi Öcal",,3,180.0,13.33.87.143,0.9557209014892578,  1985,Turkey
Crveni i crni,Sulejman Kapic,"Dusan Musicki,Drago Nusshol,Jovan Rancic,Zdravko Randic,Goran Ziraldo",Miroslav Mikuljan,"Petar Benakovic,Antun Gorisek,Miodrag Grbic,Gez Josip,Branko Knez,Dragos Krnetic,Drago Lendaric,Budimir Madjer,Vladimir Ruzic,Dubravko Topol",,3,180.0,13.33.87.143,0.20633602142333984,25 May 1985,Yugoslavia
Manon,,,Yôichi Higashi,Hidenori Isozaki,,3,180.0,13.33.87.143,0.1697230339050293,26 September 1981,Japan
Matanza en Matamoros,Roberto Rodríguez,,José Luis Urquieta,,,3,180.0,13.33.87.143,0.17158985137939453,30 January 1986,Mexico
American Commando Ninja,"Betty Chan,Godfrey Ho,Joseph Lai,Michael Lo,Kenneth Ng","Barry Chan,James Lee",Chi Lo,"Frank Chan,Leo Lau,Jason Wang,Paul Wong",,3,180.0,13.33.87.143,0.36987996101379395,16 December 1988,UK
Herzklopfen,Walter Bannert,,Walter Bannert,,,3,180.0,13.33.87.143,0.10907912254333496,October 1985,USA
Halodhia Choraye Baodhan Khai,Jahnu Barua,,Jahnu Barua,,,3,180.0,13.33.87.143,0.15556097030639648,21 August 1987,"India,Sweden"
Order No. 027,Sang-ok Shin,Eun-hie Choi,"Ki Mo Jung,Eung Suk Kim",,,3,180.0,13.33.87.143,0.22525978088378906,  1986,"North Korea,Poland,Soviet Union,Poland"
Do Hawaldar,"Naresh K. Bhatia,R. Singh",,Kedar Kapoor,,,3,180.0,13.33.87.143,0.132673978805542,,
Garbh Gyan,,,,,,3,180.0,13.33.87.143,0.1425480842590332,1 January 1981,India
Jenatsch,"Luciano Gloor,Martine Marignac,Theres Scherer","Martha Galvin,Manuel Siebenmann,Jean-Paul Toraille,Thomas Wollenberger",Daniel Schmid,"Hans Meier,Felix Meyer,Aldo Ricci,Jean-Paul Toraille",,3,180.0,13.33.87.143,0.18049311637878418,May 1987,"France,Canada,Spain,France,West Germany,Denmark"
Un dimanche de flic,Sam Waynberg,"Armando Bernardi,James Canal,Patrick Meunier,Steve Vilder",Michel Vianey,Luigi Bisioli,,3,180.0,13.33.87.143,0.1913900375366211,30 March 1983,"France,West Germany,Portugal"
Molly O,"John Engel,Leo Pescarolo",,Gino Bortoloni,,,3,180.0,13.33.87.143,0.18245506286621094,,
Osudjeni,Sulejman Kapic,"Zoran Budak,Alem Djuric",Zoran Tadic,"Pero Bernakovic,Branko Hrkac,Ivica Katona,Marijan Kljajic,Jura Kostic,Ivica Novacic,Ljudevit Sikic,Fedor Vucemilov,Branko Vulic",,3,180.0,13.33.87.143,0.15662097930908203,,
Rus iznachalnaya,,,Gennadiy Vasilev,,,3,180.0,13.33.87.143,0.19256901741027832,August 1986,"Soviet Union,Soviet Union"
Letter from Venice,,,Susan Sontag,,,3,180.0,13.33.87.143,0.13501596450805664,,
El balcón abierto,,,Jaime Camino,"Mustapha Barat,Ramiro Sabell",,3,180.0,13.33.87.143,0.25092601776123047,18 December 1984,Spain
Kamakalawa,Eddie Romero,"Bert Amazan Jr.,Joey Romero",Eddie Romero,"Jun Del Rosario,Lauro Mangalindan,Romy Mendoza,Romeo Onofre,Roger Robles",,3,180.0,13.33.87.143,0.1839160919189453,15 January 1981,"Philippines,Philippines"
Éclair au chocolat,"Pierre David,Robert Ménard","Alain Chartrand,Marie Théberge",Jean-Claude Lord,"Joel Bertomeu,Daniel Chrétien,Marc de Ernsted,Yves Drapeau,Claude Fortier,Jacques Fortier,Richer Francoeur,Michel Girard,Robert Grenier,Serge Grenier,Robert Guertin,Frank Lenk,Warren Lipton,Jacques Paquet",,3,180.0,13.33.87.143,0.4000520706176758,22 February 1979,Canada
Carlos el terrorista,,,René Cardona Jr.,,,3,180.0,13.33.87.143,0.1878800392150879,30 April 1980,"Colombia,West Germany"
Lager Nis,Djordje Milojevic,"Slobodan Dedeic,Svetolik Maricic",Miomir 'Miki' Stamenkovic,"Vladan Banovic,Branislav Jovancic,Dragoslav Vilotic",,3,180.0,13.33.87.143,0.13095402717590332,2 July 1987,Yugoslavia
Suéltate el pelo,,"David Lara,Manolín Summers",Manuel Summers,"Saturnino Beltrán,Wolfgang Burmann,Alfonso Casado,Miguel A. Clavijo,Antonio Cuevas,Luis Cuevas,José Ramón Delgado,Fernando Espiga,Antonio Fernández Santamaría,Beatriz Galbó,José Antonio García Merelo,Mario Martín,Arturo Pérez,Julio Romera,Ramiro Sabell hijo,Ramiro Sabell,Manuel Velasco",,3,180.0,13.33.87.143,0.1742267608642578,13 July 1988,"Spain,Spain"
November Moon,Ottokar Runze,,Alexandra von Grote,,,3,180.0,13.33.87.143,0.21290993690490723,28 November 1985,"West Germany,Netherlands,Denmark"
Wild Horses,"John Barnett,Gary Hannam",Lee Tamahori,Derek Morton,"Michael Hardcastle,Richard Scott",,3,180.0,13.33.87.143,0.13440394401550293,19 April 1984,"USA,Hungary"
Moljac,,"Smail Divanovic,Dragan Kresoja,Momcilo Mrdakovic",Mica Milosevic,"Milorad Mijatovic,Zivorad Nesic",,3,180.0,13.33.87.143,0.1795361042022705,4 April 1984,Yugoslavia
Del otro lado del puente,Arnulfo Delgado,Maria Luisa Alcaraz,Gonzalo Martínez Ortega,Teodoro García,,3,180.0,13.33.87.143,0.18618130683898926,17 April 1980,Mexico
Salome,"Rolando S. Atienza,Armida Siguion-Reyna","J.P. Aguilar Jr.,Andres Albo",Laurice Guillen,"Felizardo Anastacio,Romy Blanco,Jose Cabrales,Armando Cayosa,Modesto Collado,Eliseo Corpuz,Toto Peralta,Virgilio Sanchez,Fernando Sanorio,Rolando Tinio,Akay Villanueva",,3,180.0,13.33.87.143,0.11747121810913086,7 August 1981,Philippines
Hero,,,Alexandre Rockwell,,,3,180.0,13.33.87.143,0.15677475929260254,1 December 1983,"West Germany,USA"
Mohabbat Ki Kasam,Sohan Singh Billa,,K. Pappu,,,3,180.0,13.33.87.143,0.15800189971923828,,
Akuma no heya,Akihiko Yamaki,Osamu Murakami,Chûsei Sone,,,3,180.0,13.33.87.143,0.19404006004333496,23 April 1982,Japan
Prestami tua moglie,"Fabrizio De Angelis,Ugo Tucci",Vivalda Vigorelli,Giuliano Carnimeo,"Franco Bruni,Mario Mazzoni,Camillo Sabatini",,3,180.0,13.33.87.143,0.26755499839782715,4 October 1980,"Italy,Portugal"
Sharara,R.J. Chakravarti,Balwant Dullat,S.V. Rajendra Singh,,,3,180.0,13.33.87.143,0.25848817825317383,,
The Fix,Irving T. Melton,,Will Zens,,,3,180.0,13.33.87.143,0.1843099594116211,25 March 1985,"Japan,Mexico"
¿Dónde estará mi niño?,Alfredo Fraile,Ricardo Walker,Luis María Delgado,"José Luis Arcos,Víctor Benítez,Julio Burgos,John Cabrera,Juan Cobo,José Antonio Villalba",,3,180.0,13.33.87.143,0.13618707656860352,25 March 1981,Spain
The Killing Edge,Elizabeth Gray,,Lindsay Shonteff,Nicholas John,,3,180.0,13.33.87.143,0.17618203163146973,,
Die xian,Runme Shaw,"Chuan-Tsan Chang,Keith Li,Peng-Tang Teng","Yuen Chor,Tun Fei Mou",Fen Chen,,3,180.0,13.33.87.143,0.5367918014526367,19 April 1980,Hong Kong
Boiler Room,David Terwische,,Scott Schaefer,,,3,180.0,13.33.87.143,0.10727310180664062,9 August 1984,USA
Poochakkoru Mookkuthi,"G. Suresh Kumar,Sanal Kumar","Sibi Malayil,Viswanathan Vaduthala",Priyadarshan,,,3,180.0,13.33.87.143,0.17082715034484863,,
Bruce Lee's Ways of Kung Fu,Chong-chan Park,,Jeong-yong Kim,Kyeong-hee Jeon,,3,180.0,13.33.87.143,0.14351105690002441,  1979,"South Korea,Hong Kong,USA,France"
La carcel de Laredo,Gilberto de Anda,,Rodolfo de Anda,,,3,180.0,13.33.87.143,0.12900304794311523,29 August 1985,Mexico
Zozzerie di una moglie in calore,"Lasse Braun,Ulli Rotermund,Edouard A. Stöckli",,Lasse Braun,,,3,180.0,13.33.87.143,0.14474821090698242,  1982,West Germany
Gumrah Jawani,,,P. Chandrakumar,,,3,180.0,13.33.87.143,0.09104394912719727,1 January 1988,India
Una novia para David,Humberto Hernández,,Orlando Rojas,,,3,180.0,13.33.87.143,0.19416093826293945,12 September 1985,"Spain,Spain,USA,East Germany,Japan"
Double Fixation,,,Yonfan,Hon-Pong Tang,,3,180.0,13.33.87.143,0.19292116165161133,18 September 1987,"Hong Kong,South Korea"
Lämna mej inte ensam,Rune Hjelm,,Jan Halldoff,"Neil Goldstein,Dan Myhrman",,3,180.0,13.33.87.143,0.12574291229248047,7 March 1980,Sweden
Annie Batungbakal,Nora Aunor,,Maryo J. de los Reyes,,,3,180.0,13.33.87.143,0.14810705184936523,14 September 1979,"Philippines,Philippines"
Love in Hong Kong,"K.L. Lim,Roy McAree",,Joe D'Amato,Antonio Benetti,,3,180.0,13.33.87.143,0.11374998092651367,  1983,Italy
Yesterday,,"Ewa Astramowicz,Zbigniew Laskowski,Aleksander Sajkow,Danuta Spychalska",Radoslaw Piwowarski,"Krzysztof Bubel,Jerzy Kochniuk,Krzysztof Sopotnicki,Jacek Szpinko,Krzysztof Wellman,Janusz Wojtczak,Janusz Zachwajewski",,3,180.0,13.33.87.143,0.16499590873718262,10 June 1985,"Poland,Uruguay,Uruguay,Hungary"
Mamla Garbar Hai,,,,,,3,180.0,13.33.87.143,0.1474471092224121,,
Backstage,"Peter Boyle,Geoff Burrowes,Frank Howson,John Kearney,John Powditch",,Jonathan Hardy,Greg Wallace,,3,180.0,13.33.87.143,0.19368195533752441,30 March 1988,"Australia,Germany"
Moving Out,"Jane Ballantyne,Julie Monton,Michael Pattinson",Robert Kewley,Michael Pattinson,Greg Wallace,,3,180.0,13.33.87.143,0.32962512969970703,25 March 1983,"Australia,USA"
Momentos de Prazer e Agonia,Rossana Ghessa,Rossana Ghessa,Adnor Pitanga,Angelo Silva,,3,180.0,13.33.87.143,0.14443302154541016,,
Les portes tournantes,"Marc Daigle,Louise Gendron,Pierre Latour,Monique Létourneau,René Malo,Francyne Morin","Lise Abastado,Bruno Bazin,Jacques W. Benoit",Francis Mankiewicz,"Jacques Avoine,Marc Charlebois,Pierre Charpentier,Daniel Chrétien,Jean-Maurice de Ernsted,Alain Desmarchais,Sylvaine Dufaux,Maral Hassib,Philippe Martel,Michel Périard,Takashi Seida,André Shéridan,Daniel Vincelette,Patrice Wyers",,3,180.0,13.33.87.143,0.18936514854431152,May 1988,"France,Canada,Portugal,Australia"
"Gaijin, a Brazilian Odyssey","Carlos Alberto Diniz,José Frazão,Sumiko Akiyoshi Yamasaki","Elizeu Ewald,Lúcio Kubo",Tizuka Yamasaki,"Linda Conde,William Ribeiro de Farias,Sebastião de Luna,Sandoval Dorea,Nonato Estrela,Jorge Rodrigues,Paulo Valesi",,3,180.0,13.33.87.143,0.19489097595214844,May 1980,"France,Portugal,USA,Canada,France,Hungary"
In 'n Out,"Laurence Dworet,James Egan,Ellen Kesend,Luz María Rojas",,Ricardo Franco,,,3,180.0,13.33.87.143,0.16465473175048828,  1984,"Mexico,USA"
Population: 1,"Bianca Daalder,Greg Farber,Joseph Kaufman,Carel Struycken",,Rene Daalder,"Jeff Bozem,Frans Bromet,Ronny Dana,Bob Deadwyler,Ira Eichner,Ron Lavery,Daniel Pearl,Beth Robinson,Alvaro A. Salce Jr.,Woody Wilson,Dan Zarlengo",,3,180.0,13.33.87.143,0.19272398948669434,,
Yeh Ishq Nahin Aasaan,"Bitu Anand,Naresh Malhotra",,Tinnu Anand,,,3,180.0,13.33.87.143,0.14842891693115234,21 December 1984,India
The Killer Trailer,,,Alfredo Gurrola,"Gastón Hurtado,Felipe Mariscal",,3,180.0,13.33.87.143,0.1519029140472412,8 October 1986,Mexico
Brahma Mudi,,,Narayana Rao Dasari,,,3,180.0,13.33.87.143,0.12142205238342285,,
Dog Tags,"Alain Adam,Dalu Jones,Arthur Schweitzer,Charles Wang",Romano Kristoff,Romano Scavolini,,,3,180.0,13.33.87.143,0.17981696128845215,11 December 1987,"Italy,Iceland,Japan,USA"
White Slavery,,,Lino Brocka,,,3,180.0,13.33.87.143,0.15377402305603027,25 July 1985,"Philippines,Philippines,Philippines"
Sheng dan qi yu jie liang yuan,Sammo Kam-Bo Hung,"Ngok-Chung Chan,Fanny Leung",David Chung,,,3,180.0,13.33.87.143,0.17569899559020996,,
Forty Years Without Sex,J.A. Pérez Giner,,Juan Bosch,,,3,180.0,13.33.87.143,0.21825289726257324,12 February 1979,"Spain,Italy"
Las trampas del matrimonio,,,Juan José Porto,,,3,180.0,13.33.87.143,0.14232087135314941,19 April 1982,Spain
Assassination on the Tiber,Galliano Juso,,Bruno Corbucci,Piero Servo,,3,180.0,13.33.87.143,0.17138981819152832,12 October 1979,"Italy,West Germany"
Cirque du Soleil: Le Cirque Reinvente,,,Cirque du Soleil,,,3,180.0,13.33.87.143,0.1435091495513916,30 October 2001,USA
The Carnal Sutra Mat,"Chiao-Li Wang,Morris Weinberg",Ko Hung,Fan Ho,,,3,180.0,13.33.87.143,0.21929693222045898,15 October 1987,Hong Kong
Sokhi Tumi Kar,,,Abdullah Al Mamun,,,3,180.0,13.33.87.143,0.16096115112304688,  1980,Bangladesh
Tutku,Kadri Yurdatap,,Feyzi Tuna,,,3,180.0,13.33.87.143,0.11918783187866211,,
La méridienne,"Marie-Pascale Osterrieth,Jean-Louis Porchet,Gérard Ruey","Dominique Guerrier,Marie-Claude Sartoux",Jean-François Amiguet,"Pascale Granel,Hugues Ryffel",,3,180.0,13.33.87.143,0.33109498023986816,15 June 1988,"France,Denmark"
Desh Drohee,Bhagwant Singh,,Prakash Mehra,,,3,180.0,13.33.87.143,0.17472100257873535,,
Daheim sterben die Leut',"Klaus Gietinger,Fritz Günthner,Leo Hiemer",,"Klaus Gietinger,Leo Hiemer","Andreas Birzle,Holger Fink,Hannes Frick,Fritz Günthner,Hans Hager,Peter Krammer",,3,180.0,13.33.87.143,0.20702314376831055,10 October 1985,West Germany
The Woman Who Invented Love,Cassiano Esteves,Mário Vaz Filho,Jean Garret,"Nerzídio Bonacin,José Dias,Sérgio Dias,Hideo Nakayama,Waldir Siebert",,3,180.0,13.33.87.143,0.20401883125305176,,
A Stone in the Mouth,"Raghid El Chammah,Jean-Louis Leconte","Didier Goldschmidt,Patrick Halpine,Olivier Schoen",Jean-Louis Leconte,"Jean-Louis Baudequin,Jean-Marie Benoît,François de la Patellière,Richard De Vos,Benoît Delhomme,Olivier Garros,Agnès Godard,Anne Khripounoff,Philippe Magis,Guy Plasson,Olivier Ringer,Jean-Claude Rivière,Julien Rochefort,Eric Veper",,3,180.0,13.33.87.143,0.18464899063110352,5 October 1983,"France,Hungary"
Uuno Turhapuro - kaksoisagentti,Spede Pasanen,,Spede Pasanen,"Spede Pasanen,Kari Petäjäniemi,Reija Virolainen",,3,180.0,13.33.87.143,0.1903378963470459,28 August 1987,Finland
Tres de presidio,Raúl de Anda,Juan José Espinoza,Raúl de Anda Jr.,"Alberto Arellanos Jr.,Pedro Moreno",,3,180.0,13.33.87.143,0.16827797889709473,14 February 1980,Mexico
La supplente va in città,,Roberto Tatti,Vittorio De Sisti,"Delio Catini,Giuseppe Di Biase,Enzo Frattari,Aldo Negretti,Piero Servo",,3,180.0,13.33.87.143,0.33351707458496094,26 September 1979,"Italy,Spain"
Falak (The Sky),V. Sagar Bhagat,Salman Khan,Shashilal K. Nair,,,3,180.0,13.33.87.143,0.16138195991516113,1 April 1988,India
Shikshaa,Tarachand Barjatya,,S. Ramanathan,,,3,180.0,13.33.87.143,0.14742493629455566,5 January 1979,"India,Portugal"
Go for Broke,"Toshio Nabeshima,Kazuyoshi Okuyama",,Genji Nakamura,Sôhei Hasegawa,,3,180.0,13.33.87.143,0.19590210914611816,13 July 1985,"Japan,Hungary,Hungary"
Mer mankutyan tangon,,,Albert Mkrtchyan,,,3,180.0,13.33.87.143,0.18304014205932617,  1985,"Italy,Soviet Union,Soviet Union,USA,Hungary"
Ciuleandra,"Dumitru Matala,Sorin Stanciu","Nicu Gheorghe,Mircea Plângau",Sergiu Nicolaescu,"Sorin Chivulescu,Ion Olteanu",,3,180.0,13.33.87.143,0.22431683540344238,19 April 1985,"Romania,East Germany,Mexico,Hungary,Denmark,Romania"
Ninja vs. Ninja,,,Lik Cheung,,,3,180.0,13.33.87.143,0.18659305572509766,,
Shu jian en chou lu,"Lieh Chen,Mona Fong,Ka Hee Wong","Chuan-Tsan Chang,Kwok-Wing Yip",Yuen Chor,Fen Chen,,3,180.0,13.33.87.143,0.20342683792114258,19 July 1981,"Hong Kong,Germany"
Josepha,"Robert Amon,Albina du Boisrouvray","Jean Couturier,Henri Grimault",Christopher Frank,"Philippe Bordas,François Darras,Michel Deloire,Anne-Marie Walden",,3,180.0,13.33.87.143,0.17544817924499512,10 March 1982,"France,USA,Portugal"
Grand Illusion,"Claes Olsson,Matti Penttilä","Enrique Gabriel,Henry Gabriel,Nadja Pyykkö",Tuija-Maija Niskanen,"Kari Kekkonen,Matti Koivumäki,Georges Manuélis,Pekka Uotila,Olli Varja",,3,180.0,13.33.87.143,0.13717007637023926,1 November 1985,"Finland,Denmark"
Onna kyôshi wa nido okasareru,Yoshihiro Kawasaki,,Shôgorô Nishimura,,,3,180.0,13.33.87.143,0.5598669052124023,18 November 1983,Japan
Chamaram,,,Bharathan,,,3,180.0,13.33.87.143,0.14673829078674316,,
Jan on the Barge,,"Bernd Sahling,Peter Schmitz",Helmut Dziuba,"Wolfgang Kroffke,Lothar Seidel,Siegfried Skoluda",,3,180.0,13.33.87.143,0.17437982559204102,26 March 1986,East Germany
Leif,Waldemar Bergendahl,"Michael Sevholt,Johan Thorén",Claes Eriksson,"Lars-Olof 'Loa' Ahlander,Ulf Björck,Stefan Gustafsson,Ocki Hansson,Anders Ingemarsson,Olof Jönsson,Anders Larsson,Lars-Göran Nygren,Åke Ottosson,Lennart Peters,Peter Östlund",,3,180.0,13.33.87.143,0.2089860439300537,26 June 1987,"Sweden,Denmark"
Two Idiots in Hollywood,"David Lancaster,Ginny Nugent","Matthew J. Clark,Diana L. Hayes",Stephen Tobolowsky,"Joseph Antczak,Afsaneh Bourtorabi,Katherine M. Butler,John Cheshire,Molly Cheshire,Gregory Grove,David Hayball,Jonathan Kealey,Michael Stocks,Thaddeus Wadleigh",,3,180.0,13.33.87.143,0.2216200828552246,1 October 1988,"USA,USA"
Sta radis veceras,Stevan Petrovic,,"Janko Baljak,Ivan Markov,Predrag Velinovic",,,3,180.0,13.33.87.143,0.14567303657531738,29 June 1988,Serbia
Valley of the Issa,,Ryszard Zatorski,Tadeusz Konwicki,Stanislaw Jaworski,,3,180.0,13.33.87.143,0.2159438133239746,14 September 1982,"Canada,Poland,Portugal"
The Occupant,"Teddy Robin Kwan,Karl Maka","Alexander Chan,Moon-Kai Ko",Ronny Yu,"Tung-Chuen Chan,Dai-Yan Yip",,3,180.0,13.33.87.143,0.17947602272033691,30 September 1984,Hong Kong
