film,prod_team,dir_team,director,camera_team,prod_manage_team,depth,download_timeout,download_slot,download_latency,year,country
Billy Madison,Victor Hammer,"Ulrika Akander,Thom Brennan,Allan Byer,Frank DeMaine,Susan Dudeck,John Edwards-Younger,Alison Fisher,Christopher Flick,Kimberly Harris,Hilda Hodges,Doug Kent,Jonathan Klein,Mary Jo Lang,Vanessa Lapato,Jeanine Payne,Michelle Pleis,John Roesch,Jerry Ross,Robert Scherer,John Joseph Thomas",Tamra Davis,"Gail Filman,Gayle Franklin,Christopher Hargadon,Richard Krough,Susan MacLeod",,3,180.0,13.33.87.143,0.12738299369812012,10 February 1995,"Canada,USA,Brazil,Australia,Germany,Japan,Argentina,Hungary,Italy,UK,Sweden,Russia"
The Handmaid's Tale,Igor Luther,"Peter R. Adam,Diana Barry,Ursula Busse,Martin Evans,Harriet Fidlow,Tom Fleischman,Michael Jacobi,Shari Johanson,Mel Kutbay,Danny Michael,Isa Moeller,Douglas Murray,Jörn Poetzl,Nani Schumann,Marc-Jon Sullivan",Volker Schlöndorff,"Ursula Schrader,Hartsell Taylor,Kimberly von Brandenstein",,3,180.0,13.33.87.143,0.15449810028076172,15 February 1990,"West Germany,USA,USA,Argentina,France,Australia,Denmark,UK,Finland,Japan,Portugal,Hungary,Germany,South Korea"
Meet Joe Black,Emmanuel Lubezki,"Ron Bartlett,Benjamin Beardwood,John Benson,Carmen Flores De Tanis,Joe Dorn,Dean Drabin,Joe Earle,Don Givens,Marilyn Graf,Robin Harlan,Allen Hartz,Scott Hecker,Barbara Issak,Chris Jenkins,Kenneth L. Johnson,Samuel F. Kaufman,Linda Keim,James P. Lay,Gary Lewis,Larry Mann,David Melhase,Danny Michael,Chris Miller,Sarah Monat,John Murray,Mark Narramore,Eric A. Norris,Ralph Osborn,Lauren Palmer,Jeff Rosen,Geoffrey G. Rubay,Matt Sawelson,Andrew Schmetterling,Brian Schwary,Mark Smith,Anthony Starbuck,James S. Stewart,Cary Stratton,Bill Ward,Dan Yale,John Soukup",Martin Brest,"Timothy Alberts,Susan Anderson,Joanna Brett,Margaret Codola,Kassandra D'Alessandro,Marta Font,Sheila Grover,Barbara Hause,Joni M. Huth,Dain I. Kalas,Lisa Lesniak,Emily Loreto,Cassy McEvoy,Arthur Rowsell,Hartsell Taylor,Susan J. Wright,Michael Anzalone",,3,180.0,13.33.87.143,0.10721707344055176,2 November 1998,"USA,Japan,USA,Brazil,Japan,South Korea,Belgium,France,Hong Kong,Argentina,Poland,Sweden,Taiwan,Slovakia,Germany,Malaysia,Austria,Switzerland,UK,Ireland,Iceland,Portugal,Turkey,Hungary,Singapore,Spain,Norway,Israel,Netherlands,Estonia,Finland,Greece,Italy,Thailand,Denmark,Philippines,Romania,New Zealand,Australia,Indonesia"
Major League,Reynaldo Villalobos,"George H. Anderson,Kevin Bartnof,James Beshears,Lucy Coldsnow-Smith,Laura Derrick,Don Digirolamo,Patrick English,Robert Glass,John Haeny,Robin Harlan,J. Paul Huntsman,Robert Knudson,Bruce Lacey,Lauren Palmer,John Peate,Carolann Sanchez-Shapiro,Matt Sawelson,Brad Sherman,Fontaine Stevens,Bill Thiederman,Susumu Tokunow",David S. Ward,"Andrea Barrier,Michael Becker,Sherrie Brody,Patti Cameron,Hariett Engler,Laurie Hudson,Charlotte Laughon",,3,180.0,13.33.87.143,0.14113092422485352,7 April 1989,"USA,Brazil,Japan,South Korea,Australia,UK,Taiwan,Sweden,Spain,Belgium,France,Ireland,Netherlands,West Germany,Denmark,Finland,Turkey,Philippines,Italy,Portugal"
The Addams Family,Owen Roizman,"James Ashwill,Bob Baron,Kevin Bartnof,John Benson,Pamela Bentkowski,Steve Bowerman,Fred Burke,Jean Marie Carroll,Anne Couk,Greg Curda,Gloria D'Alessandro,Christine Danelski,Ken Dufva,Juno J. Ellis,John P. Fasal,David Lee Fein,Alison Fisher,Howell Gibbens,Cecelia Hall,Denise Horta,Robert Hyams,Joseph A. Ippolito,Trevor Jolly,Constance A. Kazmer,Nicholas Korda,Peter F. Kurland,Gregg Landaker,Mark 'Frito' Long,Steve Mann,Michael Minkler,Bob O'Brien,Paul O'Bryan,Jonathan Phillips,John Pospisil,John Roesch,Frank Serafine,Craig Sims,Thomas W. Small,Steve F.B. Smith,Beth Sterner,Gary Summers,Marshall Winn,Gary Wright,Randy Smith,Carolyn Tapp",Barry Sonnenfeld,"Robin Borman-Wizan,William A. Campbell,Linda Henrikson,Mitchell Ray Kenney,Murray Lantz,Barbara Matera,Linda Matthews,Carmen Mazarow,Randi Mavestrand,Alexis Scott",,3,180.0,13.33.87.143,0.12218689918518066,19 November 1991,"USA,USA,UK,Ireland,Sweden,Brazil,Finland,Netherlands,Colombia,Australia,Argentina,Germany,Turkey,Denmark,Hungary,Spain,France,Portugal,Japan,Greece,Spain,France"
Empire Records,Michael Chandler,"Randle Akerson,Gary Alexander,Douglas Axtell,Benjamin Beardwood,Larry Collins,Don Digirolamo,Dean Drabin,Joe Earle,Linda Folk,Sukey Fontelieu,Scott Ganary,Douglas Greenfield,Robin Harlan,David L. Horton Jr.,David M. Horton,Linda Keim,J. Patrick Lawlor,Robert Maxfield,Sarah Monat,Paul O'Bryan,Jonathan Phillips,Brian Ruberg,Adam Sawelson,Christina Tucker,Bill Ward,Paul J. Zydel,Scott Houle",Allan Moyle,"Rachel Buchanan,Wanda Evans,Sevilla Granger,Carolyn Greco,Levert C. Miller",,3,180.0,13.33.87.143,0.1041111946105957,22 September 1995,"USA,USA,Sweden,Germany,UK,France,Japan,Spain,Hungary,South Korea"
Cry-Baby,Dave Insley,"Rick Angelella,Bobbi Banks,Richard Beggs,Joel Berkovitz,Noah Blough,Russell Brower,Midge Costin,Samuel C. Crutcher,Dwayne Dell,Lily Diamond,Carol Everson,Teresa García,David Gates,Gary Gegan,Victor Grodecki,Paul Grupp,Julie Hall,Chris Jargo,David Kahne,Stanley Kastner,Jonathan Klein,Lance Laurienzo,David Leonard,Mark Linett,Mark 'Frito' Long,Richard U.S. McIntosh,Patrick O'Sullivan,Craig M. Otte,Craig Porteilis,Travis Powers,Brian Risner,Duane F. Seykora,Lisa Shaw Phillips,Greg Steele,Randy Thom,Lee Tinkham",John Waters,"Rolande Berman,Bernice Blake,David Davenport,Mara Majorowicz,Kathy Oberlin",,3,180.0,13.33.87.143,0.461564302444458,6 April 1990,"USA,France,Australia,West Germany,Argentina,Israel,UK,Netherlands,France,Brazil,Hungary,Spain,Spain,Finland,Norway,Greece,Sweden,Denmark,Portugal,Japan,USA,Argentina"
Aladdin,Alan Menken,,"Ron Clements,John Musker","Beverly Adams,Sue Adnopoz,Joyce Alexander,Tim Allen,Kathy Altieri,Leyla C. Amaro Nodas,Scott Anderson,Tony Anselmo,Debra Armstrong,Laurie Ashbourne,Rasoul Azadani,Janet Heerhan Bae,Kathleen M. Bailey,Dorothea Baker,Tom Bancroft,Tony Bancroft,Noreen Beasley,Carl Bell,Allison Belliveau,Lori Benson-Noda,Bill Berg,Mitchell Bernal,Phyllis Bird,Aaron Blaise,Travis Blaise,Russell Blandino,Elliot M. Bour,Rejean Bourdages,Philip S. Boyd,Justin Brandstater,Janet Bruce,Robert Bryan,Dave Burgess,Tim Callahan,Thomas Cardone,Randy Cartwright,Hortensia Casagran,Michael Cedeno,Lillian A. Chapman,Inna Chon,Wesley Chun,Anthony Cipriano,Brian Clift,Merry Kanawyer Clingen,Karen Comella,Dan Cooper,Robert O. Corley,Jesus Cortes,Annamarie Costa,Penny Coulter,Fred Craig,John Cunningham,Sherrie Cuzzort,Margie Daniels,Anthony de Rosa,Vincent DeFrances,Andreas Deja,Lou Dellarosa,Jeff Dickson,Marcia Kimura Dougherty,Greg Drolette,Debbie Du Bois,Ken Duncan,Lee Dunkman,Russ Edmonds,Teresa Eidenbock,Leslie Ellery,John Emerson,Sam Ewing,Diana Falk,Rick Farmiloe,Brian Ferguson,Phyllis Fields,Cindy Finn,Will Finn,Christine Lawrence Finney,Trey Finney,Wendie Fischer,Laurey Foulkes,Gail Frank,Natalie Franscioni-Karp,Tony Fucile,Raul Garcia,Paulino García,Chuck Gefre,Mac George,Jean Gillmore,Eric Goldberg,Ian Gooding,Dean Gordon,Daniel A. Gracey,Edward R. Gutierrez,Joe Haidar,Carl Hall,Barbara Lynn Hamane,Karen Hardenbergh,Ray Harris,Randy Haycock,Anne Hazard,Mike Hazy,Chris Hecox,Kris Heller,Mark Henn,Karen Hepburn,Ken Hettig,Rhonda L. Hicks,Grant Hiestand,T. Daniel Hofstedt,Kent Holaday,Allison Hollen,Bette Holmquist,Renee Holt,Richard Hoppe,Daniel Hu,Janette Hulett,Will Huneycutt,Ron Husband,James Young Jackson,Daan Jippes,Emily Jiuliano,Broose Johnson,Mark Kalesniko,David Karp,Angelika Katz,Glen Keane,Karen A. Keller,Mark Kennedy,Yung Soo Kim,Johan Klingler,Norma Klingler,Nancy Kniep,Rick Kohlschmidt,Jody Kooistra,Marty Korth,Tia W. Kratter,Doug Krohn,Brad Kuha,Alex Kupershmidt,Samantha Lair,Susan Lantz,Jang Woo Lee,Tracy M. Lee,Tracy Mark Lee,Kellie D. Lewis,Davy Liu,Steve Lubin,Kaaren Lundeen,Cristy Maltese,Craig R. Maras,Duncan Marjoribanks,Monica Marroquin,Teresa Martin,Gretchen Maschmeyer Albrecht,James McArdle,Lee McCaulla,Beth Ann McCoy,Paul McDonald,Teri McDonald,Miriam McDonnell,Brian McKim,Mike McKinney,Harlene Mears,Kent Melton,Anthony Wayne Michaels,Serge Michaels,Debbie Mihara,Jane Misek,Deborah Mooneyham,Maurilio Morales,Monica Murdock,Terry Naughton,David Nethery,Brett D. Newton,Laura Nichols,Karen Nugent,Michael O'Mara,Madlyn O'Neill,Jennifer Oliver,Cynthia Overman,Karen S. Paat,Vera Pacheco,Gilda Palinginis,Marsha Park,Ginny Parmele,Gary D. Payne,Bruce Phillipson,Philip Phillipson,Eric Pigors,Cheryl Polakow,Tina Price,Ruben Procopio,David Pruiksma,John Ramirez,Andrew Ramos,Nik Ranieri,David Recinos,William Recinos,Dana M. Reemes,Mary-Jean Repchuk,Richard Rocha,Pres Romanillos,Karen Rosenfield,Maria Rosetti,Jacqueline M. Sanchez,Randy Sanchez,Carmen Sanderson,Henry Sato Jr.,Martin Schwartz,Natasha Selfridge,Gary Shafer,Mavis Shafer,Tom Shannon,Heidi Shellhorn,Michael Show,Debra Y. Siegel,Vincent Siracusano,Tom Sito,Ric Sluiter,Kevin M. Smith,Bryan M. Sommer,Fumiko R. Sommer,Ann Sorensen,Daniel St. Pierre,Robert E. Stanton,David Stephan,Tamara Lusher Stocker,Bruce Strock,Juliet Stroud,Dave Suding,Susan Sugita,Wes Sullivan,Michael Surrey,Mike Swofford,Allen Tam,Dan Tanaka,Roxanne M. Taylor,Barry Temple,Bill Thinnes,Peggy Tonkonogy,Marshall Lee Toomey,Alex Topete,Donald Towns,Ann Tucker,Marianne Tucker,Kevin Turcotte,Britt Van der Nagel,Michael Vash,Irma Velez,Charles R. Vollmer,Chris Wahl,Doug Walker,Robert Walker,Eric Walls,Elizabeth S. Watasin,Danny Wawrzaszek,Donna Weir,Wendy Werner,Ron Westlund,Larry White,Susan Wileman,Barbara Wiles,Ellen Woodbury,Thomas Woodington,Dave Woodman,Terry Wozniak,Phillip Young,David A. Zaboski,Kathy Zielinski,Stephan Zupkas,Micki Zurcher,Elrene Cowan,Darek Gogol,Albert Francis Moore,Jeff Scheftel,Mercedes J. Sichon",,3,180.0,13.33.87.143,0.10845422744750977,8 November 1992,"USA,USA,USA,USA,Brazil,Israel,Philippines,Australia,Uruguay,Argentina,Peru,Brazil,South Korea,Hong Kong,Taiwan,Japan,Thailand,Sweden,UK,Germany,Spain,Denmark,Sweden,Italy,France,Greece,Netherlands,Slovakia,Czech Republic,Finland,Hungary,Ireland,Italy,Norway,Iceland,Portugal,Poland,Turkey,Russia,USA,Australia,Netherlands"
Happy Gilmore,Arthur Albert,"Christopher Assells,Destiny Borden,Thom Brennan,Jeff Courtie,Chris David,Dino Dimuro,Sukey Fontelieu,Richard C. Franklin,Hilda Hodges,Alan Holly,Doug Jackson,Elizabeth Kenton,James Kusan,Mary Jo Lang,Brian D. Lucas,Paul Massey,James Moriana,Tony Negrete,Bruce Nyznik,Patrick O'Sullivan,Matt Patterson,Richard Patton,Tom Perry,John Roesch,Carolyn Tapp,Vanessa Theme Ament,Scott Blynder,Jeff Hook,Magic A. Moreno,Mark Noda",Dennis Dugan,"Christine Coutts,Jennifer Grossman,Jean Murphy",,3,180.0,13.33.87.143,0.5499100685119629,7 February 1996,"USA,USA,Brazil,Germany,Kenya,UK,Ireland,Australia,South Africa,Hungary,Japan,Sweden,Argentina,Netherlands,Italy,France,Sweden"
The Man in the Iron Mask,Peter Suschitzky,"David W. Alstadter,Christopher Assells,Gerry Bates,Lon Bender,Joseph Catricala,Brian Dixon,Victor Ray Ennis,Eric Flickinger,Thomas Gastinel,Catherine Harper,Chris Hogan,Craig S. Jaeger,John Keating,Michael Keller,Randy Kelley,Mark R. La Pointe,Tony Lamberti,Mark Lewer,Julie Lucas,Jennifer L. Mann,James Moriana,Gary Mundheim,Mark Ormandy,Willard Overstreet,Kelly Oxford,John Rice,Dan M. Rich,Melissa Sherwood Hofmann,David Stanke,David Stephenson,Rich Toenes,Daniel W. Victor Jr.,Richard Weingart,Michael D. Wilhoit,David Young,Vincent Breau,Mike Tucker",Randall Wallace,"Eve-Marie Arnault,Lee Clayton,Tony Hughes,Rosemary Lis,Gil Noir,Richard Pointing,John Birkinshaw,Sara Hope,Jane Law,Martin Mandeville",,3,180.0,13.33.87.143,0.08935809135437012,  1998,"Romania,USA,Canada,USA,France,UK,Ireland,Israel,Netherlands,Denmark,Italy,Belgium,France,Australia,Singapore,Sweden,South Korea,Spain,Iceland,Mexico,Portugal,Germany,Finland,Portugal,Thailand,Hungary,Brazil,Taiwan,Russia,Argentina,Slovakia,Poland,Turkey,Estonia,Philippines,Indonesia,Kuwait,South Africa,Japan,Greece,Greece"
Batman Returns,Stefan Czapsky,"Vanessa Theme Ament,Richard L. Anderson,Mary Andrews,Michael J. Benavente,Mike Chock,James Christopher,Damon Cohoon,John Dunn,Julia Evershade,Carl Fischer,Stephen Hunter Flick,Jessica Gallavan,Jeffrey J. Haboush,Warren Hamilton Jr.,Petur Hliddal,Hilda Hodges,Steve Maslow,David Miranda-Hardy,Oscar Mitt,Josephine Nericcio,Thomas J. O'Connell,Donald Ortiz,Sonny Pettijohn,Roger Pietschmann,John Pospisil,Eric Potter,David E. Stone,Jules Strasser,Scott Houle,Steve Lee,Rick Mitchell,Jack M. Nietzsche Jr.,Gary Raymond,John Roesch,Ralph Stuart",Tim Burton,"Myron Baker,Paul Barrett-Brown,Michael Bastings,Dorothy Bulac,Ed Burza,Norman A. Burza,Roberto Carneiro,Marjorie K. Chan,Joe Diaz,Alli Eynon,Oda Groeschel,Paul James,Mary Mason,Jennifer Morrison,Day Murch,Stephen P. Shubin,Raymond Tricker,Melissa Antablin,Laura Baker,Linda Booher-Ciarimboli,David Cohen,Juliann Smith DeVito,Randy Gardell,Annie Hadley,Chrisi Karvonides-Dushenko,Josephine Willes",,3,180.0,13.33.87.143,0.19845199584960938,16 June 1992,"USA,Australia,USA,Spain,Peru,Brazil,Finland,Portugal,Uruguay,Argentina,UK,Ireland,Japan,South Korea,France,Colombia,Germany,Hong Kong,Sweden,Netherlands,Norway,Denmark,Hungary,Chile,Italy,Greece,Poland,Turkey,Czech Republic,Russia,Indonesia,Greece,Austria"
Total Recall,Jost Vacano,"David A. Arnold,David Bartlett,Ron Bartlett,John Brilhante,James Christopher,Heriberto Cárdenas,Carlos Delarios,Dean Drabin,Ezra Dweck,Donald Flick,Judee Flick,Stephen Hunter Flick,Dana Gustafson,Scott Hecker,Alan Howarth,Nicholas James,Doug Kent,Michael J. Kohut,Susan Mazzei,John Pospisil,Steve Richardson,Aaron Rochin,Fred Runner,Hank Salerno,Norman B. Schwartz,Dan Sharp,George Simpson,Michael R. Sloan,Gina Spiro,Nelson Stoll,Rosemarie Wheeler,Butch Wolf,David W. Alstadter,Vanessa Theme Ament,Matthew Harrison,Jason King,Steve Lee,Oscar Mitt,Bill Rojas",Paul Verhoeven,"Haleen K. Holt,Ismael Jardon,Taneia Lednicky,Abel Melo,Muto-Little,Mayes C. Rubeo,Joan Thomas",,3,180.0,13.33.87.143,0.10570502281188965,31 May 1990,"USA,USA,West Germany,UK,Ireland,Portugal,Spain,Netherlands,Hungary,Philippines,Thailand,Greece,Sweden,Brazil,France,Taiwan,Turkey,Norway,Denmark,Argentina,Australia,Hong Kong,India,Japan,Italy,Finland,South Korea,El Salvador,Portugal,Czechoslovakia,Russia,Romania,UK,USA"
The Hunt for Red October,Jan de Bont,"Bob Baron,Don J. Bassman,John Benson,Pamela Bentkowski,Larry Carow,Kevin F. Cleary,Anne Couk,Greg Curda,Ken Dufva,Juno J. Ellis,John P. Fasal,David Lee Fein,Bruce Fortune,Richard Bryce Goodman,Douglas Greenfield,Debbie Jo Grillo,Cecelia Hall,Shelley Rae Hinton,Frank Howard,Alan Howarth,Jay Kamen,Victoria Martin,F. Hudson Miller,Donald Ortiz,Richard Overton,R.J. Palmer,Ronald L. Patton,Bruce Richardson,Gary D. Rogers,Frank Serafine,Craig Sims,Steve Siracusa,Mary Ruth Smith,Robert D. Smith,Beth Sterner,George Watters II,Butch Wolf,Craig Woods,Mark C. Grech,Larry Hopkins,Jason King,Lionel Strutt",John McTiernan,"Darryl M. Athons,Gary Sampson,James W. Tyson",,3,180.0,13.33.87.143,0.11506915092468262,2 March 1990,"USA,Australia,UK,Ireland,Argentina,South Korea,Taiwan,Japan,Brazil,West Germany,Sweden,Philippines,Spain,Netherlands,Norway,France,Denmark,Portugal,Finland,Greece,Hungary,Turkey,Canada,Spain"
Batman Forever,Stephen Goldblatt,"Douglas Axtell,Keith Bewick,Mary Blee,Lance Brown,Kevin E. Carpenter,Jeffrey Cranford,Zack Davis,Marc Deschaine,Michael Dressel,Gordon Ecker,Shawn Egan,Carl Fischer,Sukey Fontelieu,Steven Gerrior,Douglas Greenfield,Jeffrey J. Haboush,Michael Herbick,Petur Hliddal,Glenn Hoskinson,Gib Jaffe,Stephen Janisz,Frank Kniest,Lance Laurienzo,Lee Lemont,John Leveque,James Likowski,Kimberly Ellen Lowe,Steve Mann,Anthony Milch,Donald O. Mitchell,Frank A. Montaño,Jay Nierenberg,Steve Richardson,Kim Secrist,Fred Stafford,Bruce Stambler,Becky Sullivan,Shawn Sykora,Roland N. Thai,Tim Tuchrello,Donald L. Warner Jr.,Bernard Weiser,Richard E. Yawn,Michael Babcock,Cory Coken,Hilda Hodges,Scott Houle,Mary Jo Lang,Ken S. Polk,Troy Porter,John Roesch,Carolyn Tapp",Joel Schumacher,"Meredith Jacobson Marciano,Emily Schweber,Louie Soeder,Franklyn Warren,Matthew Messinger",,3,180.0,13.33.87.143,0.1960439682006836,9 June 1995,"USA,USA,Canada,USA,Japan,Spain,Belgium,Australia,Hong Kong,Puerto Rico,New Zealand,South Africa,Taiwan,Chile,Brazil,Colombia,Uruguay,France,UK,Ireland,Mexico,Norway,Sweden,South Korea,Thailand,Bolivia,France,Venezuela,Argentina,Finland,Philippines,Peru,Switzerland,Germany,Austria,Denmark,Israel,Portugal,Singapore,Indonesia,India,Trinidad and Tobago,Netherlands,Slovenia,Estonia,Turkey,Hungary,Croatia,Slovakia,Poland,Czech Republic,Romania,Italy,Bulgaria,Greece,USA,USA,USA"
The Waterboy,Steven Bernstein,"David Bach,Matthew C. Beville,Paula Fairfield,Russell Farmarco,Jim Fitzpatrick,Gregory M. Gerlich,Ron S. Herbes,Warren Kleiman,Ai-Ling Lee,Jay Meagher,Scott Millan,Randy Smith,Robert Troy,Derek Vanderhorst,Elmo Weber,Mark Weber,Michael Mullane,Rudy Pi",Frank Coraci,"Julia S. Bubis,Deborah Latham,Danny Molaschi,David Rawley,Victor Valiente Jr.,Emae Villalobos",,3,180.0,13.33.87.143,0.14409494400024414,6 November 1998,"USA,New Zealand,Iceland,Australia,Thailand,Taiwan,Indonesia,Slovakia,Estonia,Singapore,Poland,Germany,Hungary,Austria,Switzerland,Norway,Malaysia,Denmark,UK,Ireland,Czech Republic,Turkey,Finland,Netherlands,Greece,France,Belgium,Sweden,Portugal,Spain,Japan,Italy,South Korea,Argentina,Venezuela"
Legends of the Fall,John Toll,"Willy Allen,Christopher Assells,Karen Baker Landers,Lon Bender,David E. Campbell,Harry Cheney,John T. Cucci,Chris David,Valerie Davidson,Dino Dimuro,Richard Dwan Jr.,Patrick J. Foley,Douglas Ganton,Jeff Gomillion,Mark Gordon,Mary Esther Griffith,Per Hallberg,Gary A. Hecker,Randy Kelley,Mark R. La Pointe,Chris Large,Mark Larry,Catt LeBaigue,Paul Massey,Joseph A. Mayer,Chris Ott,Fred Peck III,Jay B. Richardson,Randy Singer,Reynald Trudel,Scott Martin Gershin,Larry Hopkins,John Rice,Bill Rojas,Steve Schwalbe",Edward Zwick,"Stuart Aikins,Joseph Cerami,Bette Chadwick,William Haines,Lorelei Kuchera",,3,180.0,13.33.87.143,0.10550284385681152,23 December 1994,"USA,Canada,USA,Australia,Denmark,Spain,Taiwan,Netherlands,South Korea,Italy,Germany,France,Brazil,Argentina,UK,Ireland,Poland,Turkey,Hungary,Philippines,Sweden,Czech Republic,Slovakia,Japan,Finland"
Twelve Monkeys,Roger Pratt,"Mick Boggis,Nick Church,Simon Cozens,Jennie Evans,Diane Greaves,Peter Joly,Danny Longhurst,Peter Maxwell,Jay Meagher,Thomas J. O'Connell,Clive Pendry,Imogen Pollard,Tasha Pym,Dave Robinson,Randy Smith,Jack Stew,Jason Swanscott,Ted Swanscott,Dominick Tavella,Budge Tremlett,Ian Wilson,Steve Hancock",Terry Gilliam,"Dodson Elliott,Anne Gorman,Marina Marit,B.J. Rogers,Eric H. Sandberg,Shana Schoepke,Melissa Stanton,Christopher Gilman,B.J. Rogers",,3,180.0,13.33.87.143,0.4159660339355469,  1995,"Romania,USA,USA,Romania,USA,Germany,France,Spain,Belgium,Switzerland,Switzerland,Australia,Belgium,Germany,Brazil,Argentina,Israel,Hong Kong,Singapore,Finland,South Korea,Mexico,Mexico,Portugal,Sweden,Greece,Netherlands,Netherlands,Slovenia,UK,Ireland,Denmark,Italy,Hungary,Switzerland,Iceland,Norway,New Zealand,Uruguay,Czech Republic,Slovakia,Poland,Turkey,Japan,Bulgaria,Greece,USA,Canada"
Primal Fear,Michael Chapman,"Bob Baron,Pamela Bentkowski,Allan Bromberg,Steve Cantamessa,Kevin E. Carpenter,Anne Couk,Joe Dorn,Patrick J. Foley,Bruce Fortune,Cameron Frankley,Dana LeBlanc Frankley,Marilyn Graf,Jeffrey J. Haboush,Robin Harlan,Scott La Rue,Courtenay Marvin,Anthony Milch,Sarah Monat,Jeffrey R. Payne,Carin Rogers,Robert Schaper,Randy Singer,Thomas W. Small,Greg Stacy,Mike Szakmeister,Gary Thomas,Bill Ward,Daryl Ziemke,Matt Colleran,Mark L. Mangino,Ron Meredith",Gregory Hoblit,"Lori DeLapp,Kimberly Guenther Durkin,Elaine Perlmann,Gary J. Saldutti,Adrienne Wait,Heather Pollock",,3,180.0,13.33.87.143,0.09878396987915039,  1996,"Romania,USA,USA,Spain,Hong Kong,Argentina,Australia,Italy,Netherlands,Finland,UK,Ireland,South Korea,Portugal,Brazil,France,Germany,Denmark,Philippines,Slovenia,Sweden,Hungary,Poland,Greece,Japan,Turkey,Russia"
There's Something About Mary,Mark Irwin,"Ulrika Akander,Bob Beemer,Michael J. Benavente,David Betancourt,Lukas Bower,Catherine Calleson,Carrie Cashman,Dawn Fintor,Sean Garnhart,Scott G.G. Haller,Catherine Harper,Allen Hartz,Douglas Hinton,Bruce Lacey,Andrea Lakin,Vanessa Lapato,Brian D. Lucas,Scott Millan,Sarah Monat,Bob Newlan,Susan Popovic,Steve F. Price,Dennis Sager,Gary L.G. Simpson,Jonathon 'Earl' Stein,Alicia Stevenson,John Joseph Thomas,Jon Udell,Mark Weber,James Wright,Jay Wilkinson","Bobby Farrelly,Peter Farrelly","Margaret Codola,Linda S. Cormany,Ellen Falguiere,Denverly Grant,Leslie Herman,Cookie Lopez,Susan Rhoden,Pamela Withers",,3,180.0,13.33.87.143,0.11101913452148438,15 July 1998,"Canada,USA,Australia,Argentina,Greece,Singapore,Brazil,Hong Kong,UK,Ireland,Norway,South Korea,New Zealand,Philippines,Mexico,Italy,Taiwan,Germany,Philippines,Austria,Switzerland,Greece,Portugal,Spain,Iceland,Poland,France,Belgium,Czech Republic,Slovakia,Netherlands,Finland,Israel,Russia,Denmark,Estonia,Sweden,Turkey,Hungary,Indonesia,Japan,Japan"
Enemy of the State,Dan Mindel,"David A. Arnold,James Ashwill,John Banuelos,Pamela Bentkowski,Christopher Boyes,Fred Burke,Ed Callahan,Rick Canelli,John T. Cucci,Gloria D'Alessandro,Christine Danelski,Valerie Davidson,Susan Demskey-Horiuchi,Teri E. Dorman,Rickley W. Dumm,John P. Fasal,Marva Fucci,Steven Gerrior,Andrea Horta,Chris Ingram,Suhail Kafity,William B. Kaplan,Mike Kaufman,Adam Kopald,Nicholas Korda,Kimberly Lambert,Linda Lew,James Likowski,Melissa Lytle,F. Hudson Miller,Shannon Mills,Tom Myers,Peggy Names,Dan O'Connell,Kevin O'Connell,Thomas J. O'Connell,Maggie Ostroff,R.J. Palmer,Greg P. Russell,Nico Salvato,Earl Sampson,Joe Schiff,Grant Schmitz,Dan Sharp,Del Spiva,Fred Stafford,George Watters II,Gary Wright,Hanson Hsu,Mark Kenna,Tom Myers",Tony Scott,"Nancy Collini,Holly Davis,Cindy Evans,Sabine Huber,Janet Ingram,Christopher Lawrence,Robert Mata,Bruce Reik",,3,180.0,13.33.87.143,0.10210108757019043,  1998,"Romania,USA,Singapore,USA,Malaysia,Italy,Germany,Austria,Finland,Norway,Sweden,South Korea,Poland,UK,Ireland,Thailand,Iceland,Portugal,Russia,Belgium,France,Australia,Israel,Netherlands,New Zealand,Switzerland,Denmark,Spain,Italy,Italy,Argentina,Italy,Kuwait,Czech Republic,Slovakia,Philippines,Hungary,Estonia,Colombia,Greece,Turkey,Taiwan,Mexico,Egypt,Indonesia,Brazil,Japan"
Kids,"Lou Barlow,John Davis","Jennifer Alex Nickason,Michael Preston",Larry Clark,Exile Ramirez,,3,180.0,13.33.87.143,0.12776494026184082,January 1995,"USA,France,USA,Switzerland,USA,Canada,Brazil,Spain,Germany,France,Switzerland,Australia,Belgium,Sweden,Netherlands,Switzerland,Greece,Portugal,UK,Denmark,Japan,Japan,Norway,Poland,Italy,South Africa,Finland,Hungary,Mexico,Argentina,Russia,Japan,Denmark,USA"
