film,prod_team,dir_team,director,camera_team,prod_manage_team,depth,download_timeout,download_slot,download_latency,year,country
Lolita,Howard Atherton,"Willy Allen,George H. Anderson,Tony Araki,Beau Baker,John Banuelos,Richard Branca,Bill Burns,Thom 'Coach' Ehle,Alison Fisher,Rick Freeman,David Giammarco,James A. Gore,Walter-Joseph Grabowski,Laura Graham,Wayne Griffin,Michael Haight,Scott A. Jennings,Andy Koyama,Goro Koyama,Diane Linn,Nancy MacLeod,Andy Malcolm,Ron Malligers,Linda Martin,Robert Maxfield,Karen Minahan,Vanick Moradian,Kevin O'Connell,Michael O'Farrell,Franco Patrignani,Donna Powell,Charleen Richards,Greg P. Russell,Todd O. Russell,Dan Sharp,Greg Steele,Tami Treadwell,Tony van den Akker,Fabio Venturi,Charles M. Wilborn",Adrian Lyne,"David R. Alvarado,David Bacon,Jenny Beavan,Judi Bell,Kate Edwards,Sarah Edwards,Dodson Elliott,Jordanna Fineberg,Julie Glick,Anna Kot,Dena Matranga,Kathryn M. O'Connor,Jerry M. Ross,Nava R. Sadan,Eric H. Sandberg,Anita Tordjman,Geneviéve Tordjman",,3,180.0,13.33.87.143,0.13953375816345215,25 September 1997,"Italy,Italy,Spain,Portugal,Hong Kong,Germany,Austria,Switzerland,Belgium,Switzerland,France,Russia,Latvia,Estonia,UK,Ireland,Denmark,Turkey,USA,USA,USA,USA,Brazil,Norway,Poland,USA,South Korea,Hungary,Slovakia,Finland,Israel,Australia,Japan,Argentina,Netherlands,Greece,Sweden,New Zealand"
Rush Hour,Adam Greenberg,"Carmen Baker,Gregg Barbanell,Jim Brookshire,Jeanette Browning,Tim Chau,Andy D'Addario,Tom E. Dahl,Linda Folk,Albert Gasser,Rich Green,Dick Hansen,Doug Jackson,Nils C. Jensen,Ivan Johnson,Doc Kane,David Kern,John Kwiatkowski,Anne Laing,Laura Macias,Nancy MacLeod,Donald J. Malouf,Kim H. Ornitz,Michele Perrone,Neil Porter,Dennis Sager,Philip J. Slattery,Chris Sparkes,Gary A. Theard,Ann L. Thornberg,Scott Weber,David Ylizaliturri,David Abrahamsen",Brett Ratner,"Cathy Crandall,Troy Johnson,Paul Lopez,Gregory B. Peña,Loring I. Spicer,Catherine Peña",,3,180.0,13.33.87.143,0.20633316040039062,18 September 1998,"USA,Singapore,Taiwan,South Korea,Philippines,Kuwait,Spain,UK,Ireland,Indonesia,Iceland,Brazil,Turkey,Australia,Chile,New Zealand,Argentina,Japan,Belgium,France,Peru,Finland,Denmark,Israel,Israel,Norway,Portugal,Czech Republic,Slovakia,Netherlands,Germany,Poland,Egypt,Sweden,Estonia,Hungary,Italy,Bosnia and Herzegovina,Republic of Macedonia"
The Firm,John Seale,"David Beadle,Steve Bowerman,Lucy Coldsnow-Smith,Carmen Flores De Tanis,Jessica Gallavan,John Haeny,Doug Hemphill,J. Paul Huntsman,Chris Jargo,Chris Jenkins,Jonathan Klein,Gary Lewis,David MacMillan,Myron Nettinga,Kevin E. Patterson,Jennifer Portman,Jeff Rosen,Carolann Sanchez-Shapiro,Adam Sawelson,Matt Sawelson,Mark Smith",Sydney Pollack,"Robin Borman-Wizan,Bruce Ericksen,Rachel Heilpern,Marjorie McCown,David Page,Luke Reichle",,3,180.0,13.33.87.143,0.18951869010925293,23 June 1993,"USA,USA,USA,Australia,Japan,UK,Ireland,France,Spain,Philippines,Argentina,South Korea,Thailand,Finland,Germany,Netherlands,Austria,Italy,Denmark,Hungary,Portugal,Sweden,Poland,Turkey,Spain,Greece,Estonia"
Godzilla,Ueli Steiger,"John K. Adams,Christopher Assells,Joaquin Gonzalo Avellán,Karen Baker Landers,Bob Beher,Bob Bowman,Mickey Caputo,William C. Carruth,Dino Dimuro,Henry Dobson,Paul Drenning,Shawn Egan,Todd Egan,Gregg Frazier,Jonathan Fuh,Frank Gaeta,José Antonio García,Scott Martin Gershin,Nerses Gezalyan,Per Hallberg,Dan Hegeman,Hanson Hsu,Craig S. Jaeger,Chris Jargo,Constance A. Kazmer,Mark Kenna,Lou Kleinman,Nicholas Korda,Mark R. La Pointe,Tony Lamberti,Les Lazarowitz,Martin Lopez,Cindy Marty,Peter McCabe,Philip D. Morrill,Kevin O'Connell,Mark Ormandy,Mark Pappas,Michelle Pazer,Alan Rankin,Greg P. Russell,Douglas J. Schulman,Dan Sharp,Mary Ruth Smith,Wylie Stateman,Lauren Stephens,Peter Michael Sullivan,Cherie Tamai,Gregory H. Watkins,David Williams,Scott Wolf,Jeff Glueck,Gary A. Hecker",Roland Emmerich,"Riccardo Bertoni,Stephanie Corsalini,Faras Rabadi,Anna Liza Recto",,3,180.0,13.33.87.143,0.3785362243652344,18 May 1998,"USA,Canada,USA,Singapore,Australia,Singapore,Australia,Hong Kong,New Zealand,Russia,Taiwan,South Korea,Uruguay,South Africa,Indonesia,Philippines,Japan,Argentina,Brazil,Estonia,UK,Ireland,Mexico,Thailand,Israel,Iceland,Hungary,Serbia,Spain,Poland,Romania,Italy,Switzerland,Germany,Slovenia,Austria,Switzerland,Denmark,Finland,France,Slovakia,Bulgaria,Greece,Norway,Turkey,Portugal,Sweden,Netherlands"
While You Were Sleeping,Phedon Papamichael,"Benjamin Beardwood,James Beshears,Chris David,Dean Drabin,Joe Earle,Curt Frisk,Ann Hadsell,John Haeny,Robin Harlan,J. Paul Huntsman,Stephen Janisz,Gary Lewis,Paul Massey,Sarah Monat,Gary Mundheim,Rebecca Nicolaou,Jeanine Payne,Jeff Rosen,Adam Sawelson,Blair Scheller,Bruce Tanis,Jeffrey A. Williams,Magic A. Moreno",Jon Turteltaub,"Kimberly Guenther Durkin,Kaye Nottbusch,Heather Pollock",,3,180.0,13.33.87.143,0.12010335922241211,9 April 1995,"USA,USA,Australia,South Korea,Brazil,Portugal,Poland,Germany,Sweden,Denmark,Finland,France,Argentina,Netherlands,UK,Philippines,Italy,Spain,Hungary,Colombia,Taiwan,Faroe Islands,Uruguay,Greece,Japan,Turkey"
Crash,Howard Shore,"John Bannister,Gordon Becker,David Orin Charles,Joe Curtin,Nick Fischer,Danielle Fleury,John Flynn,Ian Fraser,Christopher Geggie,Arvinder Grewal,Jacqui Hemingway,John Keenan,Sabri Lariani,Melissa Morgan,Peter P. Nicolakakos,Sheri O'Rourke,Denis Perrier,Andrew M. Stearn,Robert H. Steiner",David Cronenberg,"Donna Dupere,Aric Dupere",,3,180.0,13.33.87.143,0.10725784301757812,17 May 1996,"France,France,Japan,South Africa,Spain,Canada,Norway,Portugal,Taiwan,Belgium,Germany,Hungary,Finland,UK,Argentina,Italy,Argentina,Sweden,Greece,Czech Republic,Hong Kong,Poland,Japan,Australia,Brazil,Denmark,Panama,USA,Netherlands,Iceland,Turkey,UK,New Zealand,South Korea,Portugal,Russia,Serbia,Portugal,Iceland"
Shakespeare in Love,Richard Greatrex,"Brigitte Arnold,Keith Batten,Paula Boram,Colin Chapman,Clive Copland,John Downer,Howard Eaves,Stephen Gilmour,Peter Glossop,Pauline Griffiths,Jenny Lee Wright,Dominic Lester,Shaun Mills,Sarah Morton,Robin O'Donoghue,James Seddon,Ken Somerville,Ian Tapp",John Madden,"Clare Banet,Sean Barrett,Sue Bradbear,Melanie Carter,Ruth Caswell,Claire Christie,Wendy Cole,Gill Crawford,Heather Dickins,Emma Fryer,Dan Grace,Jane Grimshaw,Annie Hadley,Jenny Hawkins,Andrew Hunt,Joe Kowalewski,Linda Lashley,Jane Law,Kay Manasseh,Debbie Marchant,Wayne Martin,Ruth McCornish,Sue Meyer,Tanya Mould,Sophie Norinder,Alison O'Brien,Debbie Scott,Sunita Singh,Marcia Smith,Clare Spragge,Susan Stevens,Roslyn Tiddy,Joanna Weaving,Dominic Young,Anthony Brookman,Jason Gill,Lester Mills",,3,180.0,13.33.87.143,0.1069190502166748,3 December 1998,"USA,USA,USA,Canada,USA,UK,Ireland,Australia,Germany,Iceland,Thailand,Croatia,Netherlands,Finland,Italy,New Zealand,Portugal,Germany,Greece,Hungary,Israel,Singapore,Slovenia,Switzerland,Colombia,Denmark,Estonia,Portugal,Turkey,South Korea,Belgium,France,Hong Kong,Argentina,Czech Republic,Slovakia,Austria,Brazil,Spain,Norway,Poland,Sweden,Indonesia,Taiwan,Philippines,Peru,Kuwait,Thailand,Egypt,Japan,Malaysia,Serbia,Ireland"
Copycat,László Kovács,"Dan Gleich,Diane Greaves,Nina Hartstone,Peter Holt,Andrea Isaac,Alex Joseph,Eddy Joseph,Lee Lemont,Dominic Lester,Nick Lowe,Nigel Mills,Christopher Newman,Robin O'Donoghue,Julian Pinn,Jack Stew",Jon Amiel,"Nancy Collini,Andrea Cooper,Cathleen Edwards,Nancy Foreman,Susan Kistler",,3,180.0,13.33.87.143,0.12114596366882324,19 October 1995,"USA,USA,Argentina,Australia,Germany,Philippines,Spain,Japan,Netherlands,Brazil,Greece,Belgium,France,Sweden,Denmark,Finland,Italy,Portugal,UK,Turkey,Ireland,Norway,Poland,Hungary,South Korea"
The Craft,Alexander Gruszynski,"Willy Allen,David W. Alstadter,Scott W. Anderson,Anna Behlmer,James Beshears,Moe Chamberlain,Yann Delpuech,David Diamond,Michael Haight,Pamela Kahn,Gregory King,Bobby Mackston,James Matheny,John Murray,Andy Nelson,Timothy Pearson,Alicia Stevenson,Jim Stuebe,Christopher Flick,Mark Lanza,Rob Nokes,Dennis C. Salcedo",Andrew Fleming,Amy Gerber,,3,180.0,13.33.87.143,0.45639491081237793,26 April 1996,"USA,USA,Australia,Germany,Poland,Finland,Belgium,France,Netherlands,Denmark,Turkey,Italy,Portugal,Singapore,Spain,Chile,Norway,Sweden,Brazil,South Africa,Mexico,Argentina,UK,Ireland,Japan,Hungary,Greece"
The Piano,Michael Nyman,"Graham Aston,Peter Brown,Ian Chisnall,Neil Cromie,Mark Daniell,Barry Ellery,Rees Fox,Jackie Gilmore,Matthew Gordon,Mark Grenfell,Neil Henson,Trevor Lithgow,Mike Maxwell,Lyndsay Meager,John Miles,Amanda Molloy,Ken Muggleston,Russell Munro,Tim Murton,Iain 'Horace' Newton,Nik Novis,Phred Palmer,Scott Russell,Bob Schmidt,Willy Schmidt,Kirsten Shouler,Manu Sinclair,Georg Stumpf,Michael Sudholter,Piripi Taratoa,Inia Taylor,Trevor Tutte,John Williams,Alan Wilson,Paul Worley",Jane Campion,"Alison Barrett,Robyn Cammell,Susie Figgis,Diana Rowan,Victoria Thomas",,3,180.0,13.33.87.143,0.16247296333312988,15 May 1993,"France,Italy,France,Netherlands,Australia,Germany,Finland,Sweden,Canada,Argentina,Brazil,South Korea,Portugal,USA,Denmark,USA,UK,Poland,USA,Ireland,USA,Canada,Poland,Turkey,Greece,Spain,USA,Japan,Slovenia,Philippines,Hungary,Greece,Finland,France"
Single White Female,Luciano Tovoli,"Richard Beggs,Gloria S. Borders,Christopher Boyes,Carl Fischer,Ken Fischer,Rob Fruchtman,J.R. Grubbs,Don Hall,Petur Hliddal,Tim Holland,Tom Johnson,Eva Kadrey,Marilyn McCoppen,Tom Myers,E. Jeane Putnam,Gary Rydstrom,Claire Sanfilippo,Robert Shoup,Frank Stettner,Ethan Van der Ryn,Gwendolyn Yates Whittle,James Allen,James Ashwill,William Jacobs,John Roesch",Barbet Schroeder,"Elisabetta Beraldo,Jaqueline De La Fontaine,Eileen Kennedy,Ingrid Price,Andrea Wallace,Dayna Cussler",,3,180.0,13.33.87.143,0.1943359375,14 August 1992,"USA,France,Argentina,Germany,Australia,Norway,Finland,Hungary,Portugal,Denmark,Spain,Turkey,Greece,Sweden,UK,Ireland,Brazil,Netherlands,Czech Republic,Japan,Estonia,Indonesia"
You've Got Mail,John Lindley,"Ron Bochar,David Boulton,Kam Chan,Benjamin Cheah,Marko A. Costanzo,Lee Dichter,Kenna Doeringer,Chris Fielder,Lewis Goldstein,Matthew Haasch,Gregg Harris,Frank Kern,Christopher Newman,Thomas J. O'Connell,Jay Peck,Nicholas Renbeck,Wyatt Sprague,Marc-Jon Sullivan,Magdaline Volaitis,Deborah Wallach",Nora Ephron,"Sarah Allentuch,Patricia DiCerto,Sylvia Fay",,3,180.0,13.33.87.143,0.12299394607543945,18 December 1998,"USA,Italy,Australia,New Zealand,South Korea,Belgium,France,Luxembourg,Singapore,Denmark,Greece,Turkey,Portugal,Iceland,Thailand,Germany,Hong Kong,Israel,Japan,Austria,Switzerland,Colombia,Spain,Mexico,Norway,Portugal,Sweden,Brazil,Kuwait,Netherlands,UK,Ireland,Argentina,Peru,Slovenia,Finland,Hungary,Estonia,Taiwan,Slovakia,Poland,Czech Republic,Indonesia,Egypt,Czech Republic"
Austin Powers: International Man of Mystery,Peter Deming,"Javier Bennassar,Dorian Cheah,Benjamin L. Cook,Gloria Cooper,Louis Creveling,Evan Daum,Lisle Engle,Mary Erstad,Alan Freedman,Cormac Funge,Frank Gaeta,Danielle Ghent,David Grant,Catherine Harper,Frederick Howard,Robert Jackson,Thomas Jones,Ossama Khuluki,David Mann,Derek Marcil,Diane Marshall,Jim Osburn,Matthew Reidenbach,John Ross,Steve Scoville,Susan Shin,William Smith,Tony Suraci,Lucy Sustar,Mark Ulano,Thomas Volckmann,Elmo Weber,David Abrahamsen,Danielle Ghent,Patrick Giraudi,Dean Hovey,Ken McLaughlin,Patrick Orsbun",Jay Roach,"Christine L. Cantella,Tangi Crawford,Deborah Myles Davis,Ann Foley,Denise Martinez,Michele Michel,Vernon Ollar,Alexis Silver,Michelle Skoby,Jo Torngren",,3,180.0,13.33.87.143,0.08453106880187988,29 April 1997,"USA,Canada,USA,Denmark,Singapore,Spain,Australia,Italy,Kuwait,UK,Ireland,France,Hong Kong,Netherlands,Iceland,Mexico,Germany,Greece,Switzerland,France,Switzerland,Belgium,Norway,Poland,Estonia,Turkey,Greece,Slovenia,Brazil,Finland,Sweden,Portugal,Slovakia,Japan,Argentina,Hungary,Finland,South Korea"
Boyz n the Hood,Charles Mills,"Pamela Bentkowski,Ruth Bird,Veda Campbell,Lucy Coldsnow-Smith,Don Digirolamo,Dean Drabin,Patrick Drummond,Robert Glass,Wayne Griffin,Paul Massey,Karen Minahan,Bob Newlan,Dan O'Connell,Michael A. Patillo,Brenda Sowa,Alicia Stevenson,Renee Tondelli,Ed Golya,Tim Song Jones,Greg Orloff,Randy Singer",John Singleton,"Darryle Johnson,Sharlene Williams",,3,180.0,13.33.87.143,0.5886552333831787,13 May 1991,"France,USA,USA,USA,France,Netherlands,Portugal,Brazil,Spain,UK,Ireland,Sweden,Argentina,Sweden,Australia,Italy,Finland,Germany,Japan,Denmark,Uruguay,Turkey,Hungary,UK,Poland,Australia,UK"
Mrs. Doubtfire,Donald McAlpine,"C.J. Appel,Sandina Bailo-Lape,Tom Barwick,Sara Bolder,Gloria S. Borders,Christopher Boyes,Clare C. Freeman,Scott Guitteau,Lora Hirschberg,Tom Johnson,Scott Kinzey,Kevin Rose-Williams,Fred Runner,Gary Rydstrom,Claire Sanfilippo,Robert Shoup,Conrad Slater,Dianna Stirpe,Nelson Stoll,Gary Summers,Ewa Sztompke,Patti Tauscher,Dennie Thorpe,Marian Wilde,James Allen,Stephen Balliet,George Daugherty,Jeff Kliment",Chris Columbus,"Michael Hirshenson,Schuler Kent,Nancy Hayes",,3,180.0,13.33.87.143,0.12619304656982422,22 November 1993,"USA,Canada,USA,Australia,Puerto Rico,Kenya,Brazil,Argentina,Panama,South Korea,Germany,Hong Kong,Austria,UK,Ireland,Israel,Iceland,New Zealand,Venezuela,Switzerland,Cyprus,Spain,Greece,Poland,Portugal,Sweden,Belgium,France,Hungary,Taiwan,Denmark,Italy,Ecuador,Jamaica,Finland,Lebanon,Turkey,Indonesia,Philippines,Netherlands,Latvia,Mexico,Czech Republic,Peru,Slovenia,Slovakia,Bulgaria,Norway,Thailand,Chile,Russia,Uruguay,Bolivia,Romania,Japan,Croatia,Estonia,Singapore,Paraguay,Malaysia,India,Egypt,Lithuania"
Can't Hardly Wait,Lloyd Ahern II,"John H. Arrufat,Raul A. Bruce,David B. Cohn,David M. Cowan,Ali Derakhshan,Nerses Gezalyan,Gary A. Hecker,Drake Jenevein,Roxanne Jones,David Kirschner,Mark Lanza,Patricio A. Libenson,Steve Pederson,Tom Perry,Diana J. Rogers,Scottpatrick J. Sellitto,Steven Ticknor,Scott A. Tinsley,David F. Van Slyke,Jeffrey Wilhoit,David Williams,Matt Colleran,Lisa Varetakis","Harry Elfont,Deborah Kaplan","Eden Clark Coblenz,Shari Gray,Lisa Halperin,Damien Quinn,Mary Beth Ramsey,Lori Jean Sacks",,3,180.0,13.33.87.143,0.10688209533691406,12 June 1998,"Canada,USA,Australia,Brazil,Singapore,Indonesia,Mexico,Malaysia,Iceland,Norway,Sweden,Denmark,Spain,Greece,Japan,Hungary,Belgium,France,Italy,Germany,Argentina,UK"
Wild at Heart,Frederick Elmes,"Sara Bolder,Kim Cascone,Scott Chandler,Luis Colina,Frank E. Eulner,Ken Fischer,Rob Fruchtman,Kristen Gerstner,J.R. Grubbs,Scott Guitteau,Gary A. Hecker,Jon Huck,Richard Hymns,Donna Jaffe,Tom Myers,John Nutt,Jenny Oznowicz,David Parker,Catherine Rowe,Susan Sanford,Rob Scott,Michael Silvers,Randy Thom,John Verbeck,John Wentworth,Gwendolyn Yates Whittle,James Allen,Stacy Baird,Dennis Leonard,Tom Myers,David E. Turner",David Lynch,Cheri Reed,,3,180.0,13.33.87.143,0.10574984550476074,19 May 1990,"France,USA,UK,Taiwan,Finland,Netherlands,West Germany,Denmark,Norway,Argentina,Spain,Hong Kong,France,Italy,Sweden,Greece,Sweden,Australia,Turkey,Iceland,Brazil,Ireland,Peru,Japan,Spain,Portugal,South Korea,Portugal,Hungary,Uruguay,Hong Kong,Taiwan,Greece,USA,Chile,Lithuania,France"
Princess Mononoke,"Scott Martin,Yutaka Narita,Seiji Okuda,Toshio Suzuki,Diana Tauder,Yasuyoshi Tokuma,Seiichirô Ujiie,Bob Weinstein,Harvey Weinstein,Takahiro Yonezawa","Koji Aritomi,Masakatsu Ishizone,Hiroyuki Itô",Hayao Miyazaki,"Tamaki Kojo,Atsushi Okui,Wataru Takahashi,Junji Yubata",,3,180.0,13.33.87.143,1.0058050155639648,12 July 1997,"Japan,Portugal,Taiwan,Hong Kong,Chile,USA,Costa Rica,Germany,China,Canada,USA,South Korea,USA,USA,USA,Thailand,Canada,Brazil,France,Italy,Puerto Rico,Switzerland,Spain,Italy,Israel,New Zealand,Germany,Poland,Argentina,Iceland,Netherlands,Hungary,Norway,Hungary,Croatia,Australia,Germany,Finland,Finland,UK,France,Russia,Romania,Slovenia,South Korea,South Korea,Finland,Norway,Denmark,Sweden,Sweden,Italy,Chile,Spain,Estonia,Argentina,Netherlands,Sweden"
Cliffhanger,Alex Thomson,"James Ashwill,Todd Bassman,Gregg Baxter,Bob Beemer,Dicken Berglund,Tim Cooney,Dino Dimuro,Richard Dwan Jr.,Scott Martin Gershin,Nerses Gezalyan,Gary A. Hecker,Chris Hogan,Larry Hopkins,Constance A. Kazmer,Randy Kelley,Mark Lanza,Lorenzo Majoni,Dave McMoyler,Michael Minkler,Glenn T. Morgan,Dan O'Connell,Jay B. Richardson,Frank Smathers,Wylie Stateman,Bill Voigtlander",Renny Harlin,"Augusto Grassi,Giampaolo Grassi",,3,180.0,13.33.87.143,2.312621831893921,  1993,"Romania,France,USA,USA,South Korea,Netherlands,UK,Ireland,Denmark,Finland,New Zealand,Sweden,Australia,Hungary,Argentina,Germany,Philippines,Portugal,Uruguay,Brazil,Spain,France,Poland,Italy,Czech Republic,Japan,Turkey,Greece"
D2: The Mighty Ducks,Mark Irwin,"David E. Campbell,Damon Cohoon,David Gertz,Ron S. Herbes,Allen Hurd,Randall L. Johnson,David Kelson,John T. Reitz,Brian Risner,Gregg Rudloff,Robert L. Sephton,Charles Ewing Smith,Jeffrey Wilhoit,Steve Kraus",Sam Weisman,"Hala Bahmet,Jeannine Bourdaghs,Lynda Foote,Susan Strubel,Christine Vlasak",,3,180.0,13.33.87.143,0.22616195678710938,25 March 1994,"USA,Australia,Brazil,Spain,Finland,Sweden,Argentina,UK,Ireland,Hungary,Japan,Germany,Greece"
A Bronx Tale,Reynaldo Villalobos,"Lee Dichter,Wendy Hedin,Robert Hein,Joel Holland,Michael Jacobi,Kevin Lee,Tod A. Maitland,T.J. O'Mara,Dan Sable,Lynn Sable,Dominick Tavella,Brian Vancho",Robert De Niro,"Irene Ferrari,Marjorie McCown,Winsome G. McKoy,Maggie Morgan,Ruth Hammell Obaoill,Wendy Rolfe Evered,Ellen Ryba,Claudia Stephens,Debra Tennenbaum,Patrick Chevillot,Roseann Milano",,3,180.0,13.33.87.143,0.18655991554260254,9 September 1993,"Italy,Canada,USA,USA,Brazil,Italy,Italy,UK,Ireland,France,Portugal,Germany,Austria,Japan,Finland,Norway,Hungary,Denmark,Sweden,Turkey,Australia,Argentina,Spain,Netherlands,Poland,Greece"
Street Fighter,William A. Fraker,"Richard L. Anderson,Michael J. Benavente,Ed Callahan,Rick Canelli,Kevin E. Carpenter,Mike Chock,James Christopher,Mark Coffey,Joe Dorn,John Dunn,Julia Evershade,Stephanie Flack,Donald Flick,Galen Goodpaster,Jeffrey J. Haboush,Warren Hamilton Jr.,Michael Herbick,Hilda Hodges,John Hulsman,Donlee Jorgensen,Pamela G. Kimber,R.J. Kizer,Nicholas Korda,Mary Jo Lang,Mark Lewer,Patricio A. Libenson,Dean G. Manly,Courtenay Marvin,Kathy McCart,Tom McCormick,Donald O. Mitchell,Oscar Mitt,Frank A. Montaño,James Morioka,Robert Morrisey,Thomas J. O'Connell,Peter Pantages,Jeena M. Phelps,Gary Ritchie,John Roesch,Alexandra Root,Geoffrey G. Rubay,Greg P. Russell,Victoria Rose Sampson,Solange S. Schwalbe,Ralph Stuart,Carolyn Tapp,Craig Walmsley,Marvin Walowitz,Mark J. Wasiutak,Gary Wilkins,Brian Williams,David Wolowic",Steven E. de Souza,"Julie Barton,James Colmer,Christelle Coroneos,Phil Eagles,Suzanne Head,Matthew Kinman,Alan Lazowick,Arabella Lockhart,Helen Mains,Penny Neilson,Gwendolyn Stukely,Kerry Thompson,Marilyn Vance,Susan J. Wright",,3,180.0,13.33.87.143,0.10755276679992676,23 December 1994,"USA,South Korea,Australia,Argentina,Philippines,Spain,Turkey,Denmark,France,Czech Republic,Italy,Finland,Mexico,Poland,Germany,Netherlands,Japan,Brazil,UK,Hungary,Ireland,Portugal,Sweden,Greece"
I Know What You Did Last Summer,Denis Crossan,"Petra Bach,Odin Benitez,Gaston Biraben,Michael Broomberg,C. Douglas Cameron,Kent Forbes,Gary Gegan,Dan Giannattasio,Don Givens,Marilyn Graf,Ann Hadsell,Alexandra Hawkinson,Ellen Heuer,Michael Hilkene,Matthew Iadarola,Ken J. Johnson,Robin Johnston,Diane Linn,James Morioka,Douglas Parker,Brian Risner,Carl Rudisill,Pernell L. Salinas,Art Schiro,Greg Schorer,Michael Stern,Christopher T. Welch,John O. Wilde,Victor J. Hernandez,Magic A. Moreno",Jim Gillespie,"Vanessa Jenik,Yvonne Kubis,Jessica S. Smith,Pauline White-Kassulke",,3,180.0,13.33.87.143,0.1136620044708252,17 October 1997,"USA,Australia,Thailand,UK,Ireland,Chile,Hong Kong,Singapore,Denmark,Spain,Philippines,Argentina,Israel,Norway,France,Bulgaria,Finland,Iceland,Poland,Belgium,New Zealand,Taiwan,Switzerland,Czech Republic,Slovakia,Mexico,Netherlands,Switzerland,Slovenia,Germany,Austria,Estonia,Brazil,Portugal,Kuwait,Hungary,Sweden,Italy,Japan,South Korea,Greece,Turkey"
The Devil's Advocate,Andrzej Bartkowiak,"John K. Adams,Christopher Assells,Karen Baker Landers,Kevin Bartnof,Bob Beher,Barbara J. Boguski,Bob Bowman,David E. Campbell,Dominique Decaudain,Dino Dimuro,Todd Egan,Eric Gotthelf,Per Hallberg,Dan Hegeman,Petur Hliddal,Craig S. Jaeger,Chris Jargo,Constance A. Kazmer,Lou Kleinman,Lee W. Lebaigue,Kimberly Ellen Lowe,Kim Maitland,Tod A. Maitland,Jennifer L. Mann,Philip D. Morrill,Thomas J. O'Connell,T.J. O'Mara,John T. Reitz,Jeff Rosen,Gregg Rudloff,Mary Ruth Smith,Lauren Stephens,Peter Michael Sullivan,Ann Szakmeister,Cody Dorkin,Michael Scott,Scott Shadden",Taylor Hackford,"Kate Edwards,Patricia Eiben,Marcia Patten,Ingrid Price,Barnaby Smith,Marta Font,Sharon Globerson",,3,180.0,13.33.87.143,0.14095020294189453,13 October 1997,"USA,Canada,USA,Poland,Hong Kong,Singapore,Italy,South Korea,Mexico,Finland,Argentina,Australia,Brazil,New Zealand,Venezuela,Sweden,Denmark,Ireland,Thailand,South Africa,Spain,France,Netherlands,Switzerland,UK,Ireland,Iceland,Philippines,Czech Republic,Germany,Israel,Portugal,Norway,Turkey,Estonia,Hungary,Slovakia,Bulgaria,Greece,Romania,Japan,Portugal,France"
Naked,Dick Pope,"Sue Baker,Loveday Harding,André Jacquemin,Peter Maxwell,Imogen Pollard,Jack Stew,Ken Weston,Steve Hancock",Mike Leigh,"Kate Mackenzie,Ian Seymour,Tom Mayclim,Vaughn Mullady",,3,180.0,13.33.87.143,0.13651299476623535,14 May 1993,"France,Italy,Norway,Canada,Canada,USA,USA,Sweden,UK,France,Sweden,USA,Finland,Germany,Netherlands,USA,Australia,Hungary,Ireland,Portugal,South Korea,Spain,Japan,Denmark,Italy,France,Turkey,Taiwan,Iceland"
Leaving Las Vegas,Mike Figgis,"Amy H. Abrams,Russell R. Anderson,Michael R. Blaich,Florencio Gelabert,Bob Hawk,Jason Hedley,Ghislain Mandon,Anmari Ollsson,Charles Page,Steve Pfauter,Charles Phillips,Seth Phillips,Rodrido Pimentel,Gustavo Ramos Rivera,James Scott,Zeev Tankus,Rebecca Young,Anne Mari Ziecker,Kevin Coyle,John Sparano",Mike Figgis,"Stacey Rosen,Christopher Gray,Terrence Harris",,3,180.0,13.33.87.143,0.635969877243042,15 September 1995,"Canada,USA,Spain,UK,Ireland,USA,Argentina,Belgium,Australia,South Korea,Turkey,Italy,Brazil,Greece,Uruguay,Netherlands,Denmark,Sweden,France,Philippines,Switzerland,Poland,Hong Kong,Portugal,Germany,Hungary,Norway,Japan,Russia"
The Witches,Harvey Harrison,"Philip Alton,Rodney Glenn,Derek Holding,Gerry Humphreys,Julian Rodd,John Salter,Peter Sutton,Ron Butcher,Joe Gallagher",Nicolas Roeg,"Jennie McClean,Margaret Thompson",,3,180.0,13.33.87.143,0.09640288352966309,25 May 1990,"UK,Ireland,Italy,Spain,West Germany,Italy,USA,Italy,Australia,Israel,Brazil,Argentina,Netherlands,Portugal,Denmark,Belgium,Sweden,Turkey,Finland,Iceland,Hungary,Japan,Czech Republic,Netherlands,Mexico"
